sentiment	text
negative	"Miley doesn't like the ""Bad Blood"" video, says things about drugs etc http://t.co/1phoN7gN5T http://t.co/vN1xBZsKW9"
positive	@LoMotionForMe exactly! Seeing Undertaker and Brock Lesnar go at it would've been my 4th grade dream come true hahaha
neutral	"#TBT #kidrock #kidrockcruise June 22, 2000 ""...on the cover of the Rolling Stone"" (first time) https://t.co/DMP6EK7SjD"
neutral	M:I 5 was... ok. Nowhere near as awesome the 4th was. Glad I didn't spend $11 at the theater for it. I would rather watch Ant-Man again.
neutral	So bummed I'm not going to Kenny Chesney and Jason Aldean tomorrow
neutral	There's nowhere I'd rather be on a Sunday night than DQ when it's National Ice Cream Day and 90 degrees #sarcasm
negative	@Callum_Kimber_C I don't know if I want to see a 3rd, I definitely don't want to see Kane
negative	If GMB goes after Boko Haram with the same passion he went after Dasuki,the 50+ victims of the Yobe bomb blast on Friday will still be alive
neutral	Floyd Mayweather made $300 million in the year to June '15, far and away the most an athlete has ever earned in a single year
neutral	meatwadzone on PS4...... #StreakBum  Madden 16 is all about throwing up the ball on 3rd down and getting lucky.
neutral	@danhattan although that may be true I will never bow to Dunkin. Regardless of how bludgeoned it may leave me
positive	V v excited for twilight sad at the barras &amp; this rare Saturday off. Thank you.
negative	Boko Haram: Major General Assures On Military Triumph - http://t.co/iJbNT2WlS8: Muazu made the statement on Sat...  http://t.co/oMVeMYeoLg
positive	@comicsaquarius I may have um.. borrowed a John Cena sticker from a store today and put it on my phone!!! no regrets though
neutral	And ASU tackles Murray short of the 1st down for the first time
positive	going to a Red Sox game tomorrow even though im a Yankee fan its fine :)
positive	I can't wait to invade these Wal-Mart's on December 22nd with Kendrick's XXL cover.
positive	I want it to be tomorrow so I can watch miss USA
neutral	Royals had runners at 1st and 3rd with no outs, but Jose Quintana and White Sox escape the inning without giving up a run. 0-0, top of 3.
neutral	Hajj stampede 'beyond human control': Saudi Arabia's most senior cleric, the grand mufti, says Thursday's stam.. https://t.co/ZTIrT4UhNR
positive	I want to go see Twenty One Pilots give me a sunday lolla ticket. And a Friday one for Paul McCartney
positive	LET THE CHAMPIONS CONVERGE! Its time for Sunday Oliseh to prove his mettle as the new coach of the Super Eagles... http://t.co/0dRNdrCbOa
neutral	Donald Trump &amp; Kanye West should run for office together. They share that tight-jawed expression. Actually, they may even be the same person
neutral	After coughing up early lead, #MNTwins rally for 8-6 win and take the 1st game of series vs. the White Sox.  Circling the bases from tonight
negative	Tony Blair sees his millions as modest: Yes he is such an honest geezer (#shouldbesecyioned tbh) ~ https://t.co/Ebu4kdBwoF #FreakyBliars
negative	If Dana White was smart, he would've waited on this fight. Stretched it out May v Pac style. McGregor is a promotional magnet. #UFC
negative	@BeingSalmanKhan r you drunk?how is yakub innocent?1st time dissapointed by you
positive	Tomorrow I wanna have dinner out and watch Ant-man. Who wants to come with me?
neutral	one day you'll find that i have gone, but tomorrow may rain so ill follow the sun - Paul McCartney
neutral	The temptation to sin is strongest among Christians on Saturday because they know forgiveness is just a stone's throw away.
neutral	!!!!!!!STRAIGHT OUTTA COMPTON SPOILER!!!!!!!: Ice Cube melts in the sun
positive	Wow! Rousey vs. Holm moved to same night as Lawler vs Condit in Australia. #Albuquerque is going to be nuts Nov 14!  https://t.co/xZLxRIDBSg
neutral	@ClayTravisBGID I like your work but that Money May V. Rousey is ludicrous. I couldn't even finish reading it.
positive	Seeing Big Green tractor be performed by Jason Aldean tonight threw it back to 7th grade homeroom with @legendracer16
neutral	On my way to see Paper Towns for the 3rd time... I have to surrender my goal of seeing it 9 times because I'm moving:(
neutral	Sky : Melo and Perisic are set to debut in the Inter shirt against Milan in next Sunday's derby. Icardi is also probable.
neutral	I'm not gonna lie, I like John Kasich. Its gonna be a shame when he finishes 8th tonight. #GOPDebate
positive	Kendrick Lamar became the 2nd most nominated artist at #GRAMMYs in a single night(11). The 1st one is Michael J.(12) https://t.co/qW2gm1IkhG
neutral	@BostonRocks @JohnDennisWEEI @GerryCallahan @kirkmin are all back tomorrow &amp; Tom Brady joins us in the 8 am hour
neutral	in this pic Dana White is either immensely proud of his fighters or a creepy perv and I'm not sure which one it is https://t.co/QvezA6StOi
positive	"Sunday talk shows rush to find Carol Loomis' number http://t.co/iovCelDnCq RT: @upshotnyt ""Carly Fiorina is climbing. Now in the top ten"""
neutral	@Currtis25Harr @UNILAD  I saw the movie Sunday, Curtis. Max looks like a hybrid of Jesse Eisenberg, JP from Grandma's Boy and Marilyn Manson
neutral	Hey, no matter what happens to Paul Dunne, he can always say he led @TheOpen at the end of the day on Sunday.
neutral	May d Almighty ALLAH in his infinite mercy use dis set of service chiefs as the tool 2 end d Boko Haram menace on our land. @DefenceInfoNG
neutral	My very public response is that you thinking your version of Islam is the only right one is wrong. https://t.co/Gdfb62az3L
negative	Carly Fiorina seems to think that 12 year old girls shouldn't be given the HPV vaccine. She may think it's only for girls. Michael Douglas!
positive	Superb. Brilliant. Stunning. We need say no more about @TheOpen so far and wish Paul Dunne good luck for Monday. #proud #thedream
positive	Admit it. You may hate John Cena, but you know you miss his U.S. open challenges!
neutral	@chardg_s Hi there. Im here on behalf of Ira. May I know if you're referring to SUPERSURF200? Please be aware tha... https://t.co/cRTiNVcZ1F
neutral	At the end of night only John Kasich was on top with Trump. These two may not yet be owned by #KochBrothers. Wonder? https://t.co/jWvX7TMoCT
neutral	@HOEDETECTOR5000 imagine going to the store and seeing a Gucci bag for $500 and the same bag at the next store for $1500, the 2nd bag is ct
neutral	@Kieran_Celtic @JamesBradley_ so, which doesn't bode well for her profession.....she may not be going in and teaching IRA lessons but I'm
neutral	I am so behind. Frank Gifford passed away?  @KathieLGifford though the sorrow may last through the night. His joy comes in the morning.
positive	Now I'm talking to my big sister and she's telling me that Kane's telling her he is going out on sat and I'm like yhhh I know with me
positive	National Ice Cream Day and Jesus' resurrection on Easter are very similar  Both are on a Sunday &amp; both are the center of religious calendars
negative	The only thing scarier than Kanye West running for president is that there's a slight chance Kim Kardashian may be the First Lady..
neutral	@AKustosz that's joke because you didn't know who he was before me and erik told you you sat in your room wanking over nirvana.
neutral	Not sure I could muster the mental strength to play 17 more holes after  doing what Dustin Johnson just did on the 1st. #PGAChampionship
positive	Come celebrate Eid with us on Saturday at London's free festival in Trafalgar Square! http://t.co/ImHYO0Mwpn #EidLDN http://t.co/v6LDXH2aA1
negative	You know that tomorrow, with all his ties to radical Islam, that Corbyn will suggest all women wear the burka. You know, just to limit abuse
positive	But when Luffy does reach his max, I have no doubt that he'll beat Naruto. (Maybe even currently if we find out how strong gear 4th is)
neutral	Iran is in the grip of a seven-year drought, and it may be the new normal https://t.co/oYUcBcqJAL
neutral	Last Monday on raw Seth Rollins he was talking about John cena nose  #SmackDown
neutral	Any one want two Jason Aldean tickets for September 11th? Text or DM me
positive	Not much love for the Infamous challenge run today, but had some fun and some viewers during Dark Souls II! That'll resume on Saturday.
positive	Nirvana is heaven to the ancient hindu deities. They came to earth from Nirvana, the 6th planet in Orion really called Procyon.
negative	I can't believe it's been 12 years since I lost my Big Brother. Today is his birthday and tomorrow is mine. When... http://t.co/wby2xtFy7w
neutral	Just watched how Nicki called out bitch Miley Cyrus on stage at the #VMAs. May the one who has the biggest ass wins.
positive	July 31 2015 The man that carried Hulk Hogan to be a star. Piper was the best talker in the business http://t.co/7tbAm3Uw1y
positive	@1Xtra Eminem, Snoop Dogg, Biggie, Tyler the Creator, Dr Dre. If I could have a 6th I would add Ice Cube
positive	Frank Gifford called 411 games in the history of Monday Night Football. This is the most MNF broadcast history. http://t.co/2FrShu0FRD
neutral	Woke up like Ice Cube on Friday put on the deebos an made a bowl of cereal then noticed there's no milk lmao
positive	@jess_maij95 Awesome! It's very chilled here. Working till the 25th. Took my PS4 with me  :) however, I might go shark cage diving though.
neutral	Nigeria has retained 53rd position in the latest FIFA global rankings released on Thursday. Super Eagles will... http://t.co/1HmY5JxlP2
positive	wow...@glydeinstyle you guys have really gone far with your company. Sam smith?!!! Wow. I saw him on Sunday perform http://t.co/BBd8uimryn
neutral	Kris Bryant is the 5th rookie 3B to hit 20 HR in a season in the Expansion Era. The previous 4 to do it all won Rookie of the Year.
neutral	Every Human being is born with innate tendencies towards Monotheism, later in life his parent may turn him to other religions beside Islam
neutral	David Wright hits a homer in his 1st at-bat off the DL, 3-1 #Phillies
neutral	Joel Obi  may miss out of the Super Eagles team to play Tanzania as reports from Torino say he will undergo more tests on a thigh complaint
positive	Pumpkin spice flavor is already back at dunkin and I don't know how to feel because it's still august
negative	I don't see the point in the 3rd Tate vs Rousey fight, it's not like they both have a win a piece, Ronda has clattered her both times.
negative	1D stans gonna blame Zayn for this .. just wait #WeMissYourVoiceZayn  https://t.co/Shsnn3guCl
negative	"Islam needs a filter to screen out tweets that begin ""What about Jesus?"" Religion may not be up for long"
neutral	White Sox win a challenge, Alexei Ramirez ruled safe at second upon review. Sanchez up with 0 out in the 5th.
positive	Can't wait to see Jason Aldean, Cole Swindell, and Tyler Farr with @jennalyngordon! September 3rd needs to get here!!
negative	1.99 iced coffees end at dunkin on the 31st and that's the worst news I've heard all summer
negative	Like @HuffingtonPost apology, tomorrow when British a'thority will regret abt the error in Rahul Gandhi's nationality, will Media show that?
neutral	Guys instead of focusing on the Briana drama let's all vote 4 MITAM  https://t.co/vkcgJwX2yh
neutral	The same dresden that had led the huge anti Islam protests back in january? Mmmh ok ok
neutral	Fiorina Urges Republicans to Face Reality on Iran Deal: White House hopeful Carly Fiorina said Monday it's tim... http://t.co/cR38URJMxV
negative	Hopefully, David's never ever going to join Real Madrid now or in the future.  https://t.co/ch6RCYrVTJ
neutral	the boys apart of harry actually talked to us about the hiatus when zayn gave a subtle interview to the sun then left twitter for two weeks
neutral	Looking forward to @giroditalia tt in tuscany with our trip may 10-17 and press conference in milan for route announcement oct 5
positive	New IA poll has Ben Carson and Donald Trump tied... with Carly Fiorina in 3rd. Should be an interesting next few months...
neutral	'Yakub's Angels' appeared on Saturday 1 at the 20th place in the Top20 of Ahmedabad's Trends: http://t.co/jWkEN5ptez #trndnl
positive	@Drift0r I am a big fan, and I would love to 1v1 you on AW on PS4. I am on the 25th Prestige( 10th Master Prestige) And I am pretty skilled.
neutral	O dear Kane may be going bye bye from the hawks....we will see how this one plays out
negative	sigh i'm going back to milan tomorrow
neutral	Rummel recovers Curtis fumble. It's pouring out here. Maybe the weather had to do something with that. 2:04 remaining 3rd 21-7
neutral	To keep in pace with Friday 13th here's a teaser for the new David Bowie album scheduled for release Jan 8th...... https://t.co/iSdvDYFqfW
positive	@JRRestaino I need my baseball fix somehow ;) I saw the Cubbies win their game earlier today( Kris Bryant walkoff HR in the 10th )... :)
negative	Need someone to get the April/May Kris Bryant back to Chicago because his at bats are getting worse
positive	Why is National Hot Dog day so close to 4th of July? Isn't it the same holiday? I have eaten so many hot dogs already...
neutral	@Kris_Sacrebleu When it comes to gay rights, progressives pretty much stop at the border/1st world (Russia, Italy lip service).
neutral	Somebody tell David Price, it's nearly friday, the #redarmys ready to march on villa #awaydaysonly #mufc
neutral	Mayweather congratulates and insults Rousey at the same time http://t.co/7FrMQtUH7E
neutral	Do you have a favorite Paul McCartney hit? #music #Detroit https://t.co/pF74aIu4Jj
positive	Iron Maiden Trooper British Beer smashing through 10 million pint barrier just 2 yrs special limited edition Trooper 666 be available Oct
positive	National Ice Cream Day is Sunday - yes, there's a day for everything. Start your weekend off with a healthy... http://t.co/lJWiBr4Doc
neutral	.@RealBenCarson tells NH crowd a 3rd grader could have done better when it comes to the Iran nuclear deal @nhpr #fitn #nhpolitics
neutral	I think @MillerForTexas may owe an apology to the Japanese as much as he does to Muslims. https://t.co/eKqg7XxFGy
neutral	So @iAM_RodWill how many different ppl on the FB sendin these Tom Brady memes and are you faking a reaction like its the 1st time u saw it?
neutral	George Osborne writing in the Guardian. Not surprisingly, comments have been closed but funny none the less.  http://t.co/B584cQvunx
positive	Cable here is running Sharknado (the 1st one) right now! This movie is the dumbest thing I've ever LOVED...
negative	as AFs ID may be wrong. And he can't move towards MAINE, as that's where I've guided Putin in, if required, to cut the Boko Haram alibi bull
negative	Moto G may be a good deal for money, but the moto flip cases are priced unreasonably
negative	Lets kill David Price tomorrow like we always do and maybe you all will calm the fuck down #Yankees
neutral	Why Harley-Davidson may not be the perfect ride for Scott Walker http://t.co/M1fd3u3g8H
negative	Whoever made this iced coffee at Dunkin' Donuts, does not know what they're doing and it's Monday... #getittogether
negative	And Obama is silent as always, because it has to do with Christians and/or non-muslims. Wake up people he is ONE! https://t.co/ydQQyRxyXP
neutral	Life is so difficult; especially when you need to decide to spend money on dorm stuff or if you want to buy chick-fil-a and dunkin tomorrow
neutral	#Rangers Tweets: Rangers trail 3-0 entering the 2nd. Due up: Adrian Beltre Josh Hamilton @ElvisandrusSS1 #MLB http://t.co/BJ1a3HlNwh
positive	Chapter two of Twilight done, yay :D If I'm really lucky I may get a third done before we hit the road on Wednesday. Fingers crossed!
positive	@TomatoBisquette Curtis, we be happy to assist with any concerns you may have. Simply post details at https://t.co/YaB9IBN4c1.
neutral	Dana White says he will vote for Donald Trump, despite controversial political comments about Muslims: He may ... https://t.co/BYmI1n1TqX
negative	@MargaretsBelly Amy Schumer is the stereotypical 1st world Laci Green feminazi. Plus she's unfunny
neutral	@mank56 @TottenhamFC93 @STurner2011 if we get pace into the side and support Kane more then things may turn out ok
positive	@WyattVW Happy Iron Maiden Friday to you too
positive	I liked a @YouTube video http://t.co/Imh6XoQUqD Nicki Minaj - Blazin' ft. Kanye West with lyrics - PINK FRIDAY
neutral	@4Viewers please poach Chris Evans to host your F1 coverage and also TFI Friday. Top Gear is no good for him, he just doesn't realise yet
negative	The problem with America is not the politicians. It's the Christians that won't come to Sunday night church and Saturday soul winning.
neutral	Yo @Flipkart, What's the offer for existing Moto G (1st Gen) owners? @MotorolaIndia
negative	@aweiser278 if i had the power, Israel would be gone tomorrow morning incha Allah
negative	Wow, John Kasich may inserted one of the biggest Foots ever inserted into a political mouth  http://t.co/kpqn60dICV Never insult Teachers!
neutral	Might as well get the Djokovic vs Federer final on Sunday going, even if Murray was still in the field. Just seems destined for that.
neutral	Steve Stricker just finished his 1st round. On @fox6now @5 I'll have an update and Dustin Johnson on leading. http://t.co/u7FM2ebOkf
neutral	Dana White is eyeing July 9th for the rematch between Ronda Rousey &amp; Holly Holm https://t.co/lWXCtzc7vO https://t.co/RYYCeBW80h
neutral	"Is champ there? ""Who?"" ""Champ."" ""Who is Champ?"" ""That question will be answered this Sunday night when John Cena fights the Undertaker"""
neutral	No kidding: Saudi Arabia's coalition against terrorists may not be what it seems https://t.co/IKL2ACpE7S
neutral	Just put Twilight on then realised what had done and now I'm sat on my stairs thinking about my actions.
positive	It was a nice experience sharing some insights on Peace n notably the Boko Haram story with young men and women last Wednesday in Cameroon.
neutral	"@AhmBacon  should i continue your sentence? 1st to be ""KICKED OUT""?! in the history of KPOP"
positive	Filming update: it is NOT the next Captain America that's filming tomorrow BUT is it a movie with Chris Evans! I So still a yay!
positive	I can not tell you how many times I have watched the video of Nicki calling out Miley since Sunday night
positive	Wow, Gov @BobbyJindal John Kasich made it. FOX Announces 10 Candidates for Thursday's Prime-Time Debate http://t.co/DMWZ8Cpcvi via @nbcnews
positive	I bet @billmaher Kanye's speech!  Gonna have a lot of material for this Friday's monologue!  Trump and Kanye West!! does it get better! LOL
neutral	@Perbler I study SAT prep material so I can understand the big words they use in Naruto
positive	Really wanting to see Carol when it's released! I am hearing that this may well be Cate Blanchett's best performance ever! #GoldenGlobes
neutral	He maybe racist, he may be jobless, but even Hulk Hogan isnt at the point where he'd willingly share a house with Bobby Davro. #CBB
neutral	Threw her off....I may listen to all my gangsta shit out and about... but when Im in my room its all Last Poets, War, Gil Scott, and Curtis
neutral	It would be sick if kc changed the song b4 1st period to john cena's intro song #dr34mz #ucntcme #WRESTLEMANIA
neutral	@RipCheato @ScrappyBiggles Thursday probably listens to Iron Maiden and smokes cigars because he's super hardcore
positive	The Zac Brown Band will play Fenway Park this Friday - Sunday. Don't miss it! http://t.co/je5jPXRpBC
neutral	Bold Prediction @MichelleDBeadle is the 1st shark victim in Sharknado 3 Oh Hell No
neutral	2 extra tickets that need to be gone for Kenny and Jason Aldean at Gillette for Friday the 28th.. Let me know if you or anybody wants them
neutral	MILAN - Italian Premier Matteo Renzi on Thursday defended the government's move to save four local banks, saying https://t.co/RMVUNENjwD
negative	Muslims claiming they are victims of oppression, when the Quran keeps them in perpetual isolation https://t.co/BU5SzoUAF9
neutral	Anyone want a ticket to Kenny Chesney and Jason Aldean Friday night?
positive	Even with the loss of the 5 dudes, I think we'll feel better about Hamels in December when the Dodgers give David Price $200 million.
neutral	you never know when a Tom Brady comes back around  https://t.co/IH1WaTpdLy
neutral	@AdamRubinESPN Do you think David Wright will be in the starting lineup on Monday? Thinking of road tripping it to Philly!
neutral	@BrianaBanksxoxo May I just ask, do you still have your tongue piercing, Briana? #hopeso :) thanks.
neutral	#MLBFantasy Ryan Braun (back) remained out of the Brewers' lineup Tuesday.
neutral	Jesus Sends Part 2 tomorrow as we finish Gospel of Matthew. Making disciples and not just Christians. C you @NewJourney_MS at 9 or 10:46.
negative	FUCK! Either i get bit or i turn off my fucking PS4! I ain't finna sit thru Lee's death for the 2nd time! #PS4share http://t.co/Pz9bPFnSMf
positive	Watching @Collin_McHugh make Josh Hamilton whiff is a wonderful, wonderful thing. C'mon @astros. http://t.co/pLTDsHVKAL
neutral	Tomorrow K and I are going to see Paper Towns!
positive	Since tomorrow is NATIONAL HOT DOG DAY, I wanted to share with you guys that Frank Meats Patty will be having $1... http://t.co/Mlcm68OJQE
negative	I'm still upset with Frank Ocean, it's now August 14th
neutral	"Undertaker-style, @BlakeInDC just tapped out to the ""Brock Lesnar of soups"". Dude didn't even get 1/3rd in smh. http://t.co/LeV2wZPHMf"
positive	Almost 3M between Bey and us! We have to vote harder to take the 1st place Monsters! #MTVStarOf2015 Lady Gaga https://t.co/86P5iZ4SBr
neutral	Nigerian Football Federation ex-secretary-general, Taiwo Ogunjobi has pleaded with fans to give Super Eagles coach, Sunday Oliseh more time.
neutral	@Iam_Nn1165 @taran_adarsh abhi tu ankh se anso nikal rha hain nxt Eid pr Teri gand se blood aa gaye lolxx 5th day 152 crores
negative	@RichardDawkins not one word deploring attacks on Charlie Hebdo nor barbaric nature of islam in the 21st C as long as it's sharia compliant
neutral	They may be running against each other in the Republican presidential primary, but Wisconsin Gov. Scott Walker does not think Texas Sen.
negative	I hope Zayn isn't hanging out with May because she's been trying to start shit with his life for years.
positive	@LeilaOicles the game where I took that photo, that was my Mother's Day gift to my mom...Toronto vs Red Sox on May 8 this season
neutral	@Potters_1863 @APB1979 I definitely watch a different game than you. England 2nd best 1st half and not that good 2nd half Kane is difference
neutral	@dannyodwyer McGregor vs Aldo coming Dec.12. So, we going halvsies on PPV? Ha. They need to hurry up and throw Rousey vs. Cyborg on there.
neutral	Sharknado on Twitter: &amp;quot;Will April make it to 'Nado number 4? YOU DECIDE! VOTE now using ... http://t.co/Zs0wQjmlOV
neutral	Memphis May Fire, A Day to Remember, Alesana, Nirvana, the xx, Alt-j, Arctic Monkeys, the Offspring... My jams man
neutral	Brandon Crawford brings home Ryan Braun after he tripled to lead off the 9th. NL still trails 6-3
negative	@YZYMANDIAS It's everyone. Like, eventually; the sun will burn up even in Marvel land. I guess Thor might get out okay but who cares.
neutral	Ryan Braun led off 9th with 3B and scored on SF, but that's all NL gets as AL wins #ASG2015, 6-3. @Local12
neutral	Glamorous dinner options: clam chowder or a chicken TV dinner.   All sorts of fancy here at the Curtis household on a Saturday night.
neutral	.@politibunny OK, you may have stuck this in my head. So, have to share! Labyrinth - Magic Dance - David Bowie https://t.co/8FGvMZVkkv
positive	Happy Saturday! Check out my cover of Ed Sheeran's Photograph if you haven't heard it already and look out for a... http://t.co/l30j6P0qSz
neutral	Carly Fiorina: Unlike Hillary Clinton, I didn't do 'photo ops' with world leaders - Washington Times http://t.co/RlQ0kka8st
neutral	Rolling Stone  Out of zone  So you can't monitor  My SAT phone
neutral	Remember how Zayn left the band on my 18th birthday :/ #5monthswithoutzayn
positive	If anyone saw the UFC190 fight on Saturday, thenyou know Rousey was amazing!!! #UFC190 #RondaRousey
positive	So far for these past weeks all my music has consisted of Zac Brown Band songs. So excited for the concert Friday!
neutral	I think I just won tickets to see Jason Aldean on Saturday at MetLife stadium???????
neutral	Donald Trump defends Kanye West from his haters: As soon as Kanye West announced he'd run for President on Sun... http://t.co/9JYb6S69qv
negative	Nigerian media seek to cope with Boko Haram threat  http://t.co/LCEIapm7o5
positive	 Zayn is a detective who may or may not have a thing for Liam, aw aw aw detective zayn with a thing for doctor liam would be so cute
neutral	@Proof84801544 by referring&amp; listening&amp; asking questions to Dr Zakir Naik Sb.It may helps you to wash away your misconceptions about Islam.
neutral	Finally, on the 5th attempt, Anderson wins the second set 6-3, serving his 12th ace for the match to lead 2 sets to love against Murray.
positive	Just saw Frank Gifford died -- may he rest in peace.
neutral	ISIS is mercenary contractor originally based in Arizona.Has nothing to do with Israel except they may hire some https://t.co/3rv18VVRKQ
neutral	YO MGS5 looks SICK as hell DOOD! PS4 is on the way and should be here this Friday BUT I won't have Destiny until next Thursday the 10th =/
positive	I'm going to sob like a child at Foo Fighters tomorrow, I can just feel it
neutral	Obama is gonna be at the Illegal Miss USA pageant tomorrow. https://t.co/jZ107vMJZM
negative	Since the US Russia et al. are bombing the shit out of Syria in the name of democracy how about Saudi Arabia? https://t.co/mgYA2yvKfW
neutral	"Katy Perry - ""You just gotta ignite the light, and let it shine! Just own the night, like the fourth of July! Cause baby you're a firework"""
neutral	Discussing the T Swift vs K Perry feud with boyf (he was unaware). He's a big fan of both. He says he's torn. May have to boycott Bad Blood.
neutral	Why is everyone copin out on friday lolla like give me a ticket ill go see paul McCartney shittt fuck is wrong with yall.
positive	Another great preview from the new IRON MAIDEN album THE BOOK OF SOULS \m/ OUT SEPTEMBER 4th http://t.co/sxrPyjyhMH
neutral	@henchman21 So, like a bar pie, but with disgusting cheese.  As a fan of a major city's 2nd team, I have deep sympathy for White Sox fans.
neutral	Seth Rollins looks like the typical emo kid that shops at Pac Sun #SummerSlam
positive	Leader Inter moves 4 points clear with 4-0 win at Udinese: MILAN, Dec 13: Mauro Icardi hit... https://t.co/5q0a23m7RO via @RepublicaNepal
positive	Me tomorrow: 1. Have coffee. 2. Download new Iron Maiden album. 3. Ignore the world and listen to new Maiden.
positive	"I may not remember where I was the day Kennedy was shot, but I remember jerking off the first time I watched Katy Perry's ""I Kissed a Girl."""
negative	The Sun calls reactions to the Caitlyn Jenner costume a 'fan meltdown': http://t.co/qv3mQsRvqj [Paywall]
neutral	1st time I've watched the vmas in years .. What, did Nicki just....
positive	That John Cena prank call video may have taken a few years off of my life. I was laughing way too fucking hard, it was horrifying. #WWE
positive	Lavalantula is genuinely better than Pixels. I have laughed so may more times and not at it but with it. The guy from Sharknado showed up
neutral	Only person left from a packed theatre waiting to see the 2nd end-credits scene in Ant-Man.  Come on people, you know how this works by now.
neutral	With an ace, Murray takes the 3rd set 7-6(2)  but still trails Anderson 1-2.
positive	Sunday: National Ice Cream Day Tuesday: National Junk Food Day Thursday: National Hot Dog Day If the hashtags don't kill us, the food will
neutral	Kanye West, 808s and Heartbreak performed in its entirety for the first time Sat, 9/26 @ Hollywood Bowl
neutral	May #OldGlory wave long &amp; proud--may the Muslims offended by the sight of it leave &amp; never come back. Period. https://t.co/ZIVlwxKPcY
negative	Sad to hear one of my boyhood heroes #NYGiants NFL HOF member &amp; Monday Night Football original Frank Gifford has passed to the Great Beyond
neutral	Good morning all! A full house today, do ring if you have any problems. Tomorrow both Kenny and Murray are out of... http://t.co/lvGryaZhZM
neutral	@wildehorse68 I looked it up Online George Harrison died on November 29th I didn't know
neutral	So FIFA and NBA 2K are coming out on the same day and I am also upgrading to a PS4. September 25 is going to be an expensive day
neutral	Did you know that 'Israel' was Trending Topic on Friday 25 for 10 hours in Pakistan? https://t.co/54LNKcF6Qh #trndnl
neutral	Cena gonna make seth Rollins his bitch this Sunday lets goo @JohnCena
neutral	The Vamps music video tomorrow. Which I'm I'm (OMG) gonna be interesting to see how it turned out  https://t.co/sENV9NPkrV  @TheVampsBrad
neutral	@cristo_radio @imaginanter @LBC has said his protest is about the successful operation of terminating IRA operatives on a Sunday
positive	YASSS! Vanessa may actually be leaving the Big Brother house. I could not be anymore happy how this is playing out! #BB17
positive	Only one listen so far, but thought the 1st new Iron Maiden disc was excellent, while the jury is still out on the 2nd.
neutral	"Just heard ""Bad Blood"" by T-Swiffle for the 4th time today. I think it's time to go home."
negative	Mani Shankar Aiyar is a dolt. But this video about the hijaab is from January after the Charlie Hebdo attack. At least check and then tweet.
positive	When everyone's so excited about Lady A at the fair but you just saw The Zac Brown Band on Friday http://t.co/7cGqb9WPZ3
negative	Christians grandparents leave to Rome this Sunday, like what the hell
neutral	@NoMercenary the Red Sox, who are in last place in the AL East, have a better record than the Marlins, who are in 3rd place. Let that sink
neutral	Not a fan of TFI Friday or Chris Evans, but Alan Partridge co-presenting makes it an absolute must watch.
neutral	Kane returns Monday on #Raw will we see the mask or not #WWE http://t.co/UzvqtGdOgs
neutral	#RAW This Sunday Brock Lesnar will remember Undertaker the same way WWE remembers Hulk Hogan
neutral	so louis is with danielle while briana is in her 8th trimester? right
positive	@pamvillaruz the concert got changed to September 30th... AKA GET YOHR BOOTY DOWN HERE AND SEE SAM SMITH WITH ME
negative	From Boko Haram to the Black Sash - The Numbers Issue of Monday Monthly is out. http://t.co/uXFMrAoowL http://t.co/nFSyvFlDzZ
positive	Finally pre-ordered the new Iron Maiden album (Book of Souls), can't wait for September 4th, that CD is going to be blasting around my house
neutral	@HosannaKathrynn @gibler8 Leon's first street fight is this Friday night. He's fighting Hulk Hogan the first round.
positive	#FF a great person @Ryan_Davis17 Making plans to march in the Labor Day Parade with Scott Walker but the Secret Service won't say where.
positive	"Was going to wait and start ""Go Set a Watchman"" on the plane tomorrow, but I don't think I can wait that long."
negative	Saudi Arabia announced they did Eid on the wrong day, Friday was incorrect. bare of you's were chatting shit about Saturday ppl. Where u @
positive	Tonight's Final: 4-2!!!!  White Sox win their 60th of the season. Rodon wins his 6th! http://t.co/o28xqw4Osn
negative	it is july 65th, i am drinking water, still no sign of frank ocean's album
negative	@Motorola ordered my Moto G last Friday, said it was all assemebled that day, still hasnt shipped. Bummed I don't have my new phone yet...
neutral	Iran and the Region in 2015 | The Iran Primer https://t.co/qq0hdNygPz
neutral	Peppermint &amp; liquorice tea &amp; Scott Walker on the player. Content Wednesday evening  downtime
neutral	@Jostreet71 @skydiving04 it was only sleepless from around 6am..early enough!! @bassmanjack may need to drink heavily when they go &amp; see U2!
negative	The @JimmyKimmelLive Name That Celeb contest just refused Caitlyn Jenner as 'correct' answer, demanding Bruce instead. C'mon y'all. @glaad
positive	@thenewsjunkie Shawn, your girlfriend is so pretty! She's got a sexy pout goin on. I wish y'all were going to be on the air tomorrow!
positive	I look forward to Sunday's Big Brother so we can find out exactly what the actual fuck just happened in that double eviction episode. #BB17
neutral	@2ooropa Tues. night I heard Nirvana, Pearl Jam, Smashing Pumpkins, Janes Addiction. Seems like it was all 90's alternative.
neutral	@WWE, I'm sure you've heard that Jay Lethal wants to cross brands and wrestle Seth Rollins. That belongs on Monday's RAW and would be huge.
positive	@YesItsColin  Always a good time with Sharknado and Twitter. Plays again Saturday at 7
neutral	Who getting them Gucci Foams Friday. I didn't like them until I just seen a better picture of them
positive	Cate Blanchett to receive top honour at the 5th annual AACTA awards: https://t.co/t0a9fEkaNt
positive	Monday nights Love Zone with Ruth includes songs from Katy B, Janet Jackson, Blue, Squeeze, Bon Jovi, Gabrielle... http://t.co/T4wOfw5OEg
